Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureRatio,IncomeVsLevelMedian,PromotionStagnation,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
25,1,688,3,3,1,1,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,0.3333333333333333,1.5097378277153557,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
52,0,319,3,3,4,1,39,2,3,3,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0.17857142857142858,0.7984969939879759,0.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
45,0,192,10,2,1,1,69,3,1,4,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0.25,0.9940074906367041,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
52,0,1490,4,2,4,0,30,3,4,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0.16129032258064516,1.0248235731088275,0.2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
42,0,532,29,2,1,0,92,3,2,3,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0.2631578947368421,0.853183520599251,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30,0,317,2,3,3,0,43,1,2,4,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,0.45454545454545453,1.1406367041198502,0.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
60,0,422,7,3,1,0,41,3,5,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,0.8787878787878788,1.0173668885191347,0.3793103448275862,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
46,0,1485,18,3,3,0,87,3,2,3,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,0.5263157894736842,0.900749063670412,0.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
42,0,1368,28,4,4,0,88,2,2,4,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,0.8571428571428571,0.8470037453183521,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
24,1,1448,1,1,1,0,62,3,1,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,0.8333333333333334,1.199250936329588,0.2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
34,1,296,6,2,4,0,33,1,1,3,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,0.6666666666666666,0.8805243445692884,0.5,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38,0,1490,2,2,4,1,42,3,1,4,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,1.0,0.6374531835205992,0.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
40,0,1398,2,4,3,0,79,3,5,3,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,0.9523809523809523,0.9380719633943427,0.05,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
26,0,1349,23,3,1,0,90,3,1,4,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,1.0,1.0808988764044944,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30,0,1400,3,3,3,1,53,3,1,4,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,0.5555555555555556,0.7853932584269663,0.2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
29,0,986,3,4,2,1,93,2,3,3,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,1.0,1.1958917835671343,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
29,1,408,25,5,3,0,71,2,1,2,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,0.3333333333333333,0.9535580524344569,0.5,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
19,1,489,2,2,1,1,52,2,1,4,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1.0,0.9602996254681648,0.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
30,0,1398,22,4,3,0,69,3,3,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,0.9,0.8428857715430862,0.7777777777777778,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
57,0,210,29,3,1,1,56,2,4,4,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0.03125,0.8739631051132847,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
50,0,1099,29,4,2,1,88,2,4,3,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,0.9642857142857143,1.0552185217283645,0.5555555555555556,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
30,0,1116,2,3,3,0,49,3,1,4,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,0.9166666666666666,0.9602996254681648,0.5454545454545454,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
60,0,1499,28,3,3,0,80,2,3,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,0.8181818181818182,1.0286573146292586,0.7222222222222222,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
47,0,983,2,2,1,0,65,3,2,4,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,0.25,0.949438202247191,0.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
46,0,1009,2,3,1,1,51,3,4,3,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,0.11538461538461539,1.1056704221864553,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
35,0,144,22,3,4,1,46,1,1,3,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,0.8333333333333334,1.5842696629213484,0.8,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
54,0,548,8,4,3,0,42,3,2,3,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,0.05263157894736842,0.7078651685393258,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
34,0,1303,2,4,4,1,62,2,1,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0.5,1.0367041198501872,0.7142857142857143,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,0,1125,10,3,3,0,94,2,3,4,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0.2,0.9089178356713427,0.3333333333333333,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
31,0,1274,9,1,3,1,33,3,3,2,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,1.0,1.066933867735471,0.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33,1,1277,15,1,2,1,56,3,3,3,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,0.4666666666666667,1.3637274549098197,1.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
33,1,587,10,1,1,1,38,1,1,4,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,0.5,1.2764044943820225,0.25,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
30,0,413,7,1,4,1,57,3,1,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0.75,1.1172284644194757,0.3333333333333333,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
35,0,1276,16,3,4,1,72,3,3,3,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0.8,0.7647294589178357,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31,1,534,20,3,1,1,66,3,3,3,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,0.08333333333333333,0.9843687374749499,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34,1,988,23,3,2,0,43,3,3,1,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,0.2727272727272727,0.996993987975952,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
42,0,1474,5,2,2,1,97,3,1,3,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,0.25,0.7838951310861423,1.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
36,0,635,10,4,2,1,32,3,3,4,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,1.0,1.0,0.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
22,1,1368,4,1,3,1,99,2,1,3,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,0.5,1.4584269662921348,0.5,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
48,0,163,2,5,2,0,37,3,2,4,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0.6428571428571429,0.7586142322097378,0.6666666666666666,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
55,0,1117,18,5,1,0,83,3,4,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0.2702702702702703,1.042156741364368,0.7,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,0,267,10,2,4,1,56,3,2,4,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,0.875,1.1666666666666667,0.07142857142857142,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35,0,619,1,3,2,1,85,3,2,3,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0.7333333333333333,0.8833333333333333,0.5454545454545454,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
40,0,302,6,3,2,0,75,3,4,3,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,0.9090909090909091,0.8194255292806735,0.25,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
39,0,443,8,1,3,0,48,3,1,3,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,1.0,1.4063670411985019,0.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
31,0,828,2,1,2,1,77,3,2,4,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0.6,1.2325842696629215,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
42,0,319,24,3,4,1,56,3,3,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,1.0,0.7420841683366733,0.5,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
45,0,561,2,3,4,1,61,3,2,2,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,0.8888888888888888,0.899812734082397,0.375,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
26,1,426,17,4,2,0,58,3,1,3,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,0.875,1.0265917602996255,0.14285714285714285,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,0,232,19,3,4,1,34,3,2,4,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,0.375,0.7981273408239701,0.3333333333333333,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
33,0,922,1,5,1,0,95,4,4,3,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,0.6,1.0018571251702364,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31,0,688,7,3,3,1,44,2,3,4,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0.5,1.1580160320641282,0.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18,1,1306,5,3,2,1,69,3,1,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,0.0,0.7033707865168539,0.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
40,0,1094,28,3,3,1,58,1,3,1,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,0.05,1.0953907815631263,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
41,0,509,2,4,1,0,62,2,2,3,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,0.8,1.2754681647940076,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
26,0,775,29,2,1,1,45,3,2,3,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0.0,0.8063670411985019,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
35,0,195,1,3,1,0,80,3,2,3,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,1.0,0.9099250936329588,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
34,0,258,21,4,4,1,74,4,2,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,1.0,0.999438202247191,0.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
26,1,471,24,3,3,1,66,1,1,4,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1.0,0.8764044943820225,0.0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
37,0,799,1,3,2,0,59,3,3,4,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,0.5,0.7506012024048097,0.16666666666666666,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
46,0,1034,18,1,1,0,86,3,3,3,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,0.07142857142857142,1.054809619238477,0.5,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
41,0,1276,2,5,2,0,91,3,4,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,0.8181818181818182,1.0272997400024761,0.6111111111111112,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
37,0,142,9,4,1,1,69,3,3,2,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,1.0,0.8851703406813627,0.7777777777777778,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
52,0,956,6,2,4,1,78,3,2,1,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,0.5555555555555556,1.04438202247191,0.6,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
32,1,1474,11,4,4,1,60,4,2,3,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,0.6666666666666666,0.8814606741573033,0.25,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
24,0,535,24,3,4,1,38,3,1,4,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,0.6666666666666666,0.898876404494382,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
38,0,1495,10,3,3,0,76,3,2,3,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,0.05555555555555555,1.8397003745318352,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
37,0,446,1,4,2,0,65,3,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,0.75,1.2073033707865168,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
49,0,1245,18,4,4,1,58,2,5,3,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,1.0,1.014039101497504,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24,0,691,23,3,2,1,89,4,1,4,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,1.0,1.0205992509363295,0.16666666666666666,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
26,0,703,28,2,1,1,66,3,2,2,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,0.8333333333333334,1.1745318352059926,0.2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
24,0,823,17,2,4,1,94,2,1,2,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,1.0,0.7966292134831461,0.0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
50,0,1246,3,3,1,1,99,3,5,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,1.0,0.9463394342762064,0.3125,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
25,0,622,13,1,2,1,40,3,1,3,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,1.0,0.7850187265917603,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
24,1,1287,7,3,1,0,55,3,1,3,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,1.0,1.0808988764044944,0.16666666666666666,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,1,448,12,4,2,1,74,2,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,1.0,0.7614232209737828,0.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
34,0,254,1,2,2,1,83,2,1,4,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,1.0,1.3565543071161048,0.16666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
31,1,1365,13,4,2,1,46,3,2,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,0.3333333333333333,0.7926966292134832,0.3333333333333333,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
35,0,538,25,2,1,1,54,2,2,4,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,0.3333333333333333,0.6893258426966292,0.0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
31,0,525,6,4,1,1,66,4,2,4,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0.5384615384615384,1.0224719101123596,0.7142857142857143,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
27,0,798,6,4,1,0,66,2,1,3,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,0.8333333333333334,0.8191011235955056,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
37,0,558,2,3,4,1,75,3,2,3,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0.17647058823529413,1.79812734082397,0.3333333333333333,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
20,0,959,1,3,4,0,83,2,1,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,1.0,1.0621722846441948,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
42,0,622,2,4,3,0,81,3,2,4,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,1.0,0.7657303370786517,0.2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
43,0,782,6,4,2,1,50,2,4,4,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,0.047619047619047616,1.0292806735173952,0.0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
38,0,362,1,1,3,0,43,3,1,1,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,0.0,0.9808988764044944,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,0,1001,9,5,4,1,72,3,2,3,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,0.8,1.0634831460674157,0.5,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
48,0,1236,1,4,4,0,40,2,4,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,0.14285714285714285,0.9534480623994057,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
44,0,1112,1,4,1,0,50,2,2,3,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,0.2,1.1207865168539326,0.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
34,0,204,14,3,3,0,31,3,1,3,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,1.0,0.9659176029962547,0.0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
27,1,1420,2,1,3,1,85,3,1,1,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,0.8,1.1389513108614233,0.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
21,0,1343,22,1,3,1,49,3,1,3,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,1.0,1.291011235955056,0.3333333333333333,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
44,0,1315,3,4,4,1,35,3,5,4,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,0.07692307692307693,1.014611064891847,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
22,0,604,6,1,1,1,69,3,1,3,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,0.6666666666666666,1.0385767790262173,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
33,0,1216,8,4,3,1,39,3,2,3,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,0.8333333333333334,1.3303370786516855,0.2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32,0,646,9,4,1,0,92,3,2,4,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,1.0,1.1838951310861423,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
30,0,160,3,3,3,0,71,3,1,3,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,1.0,0.7801498127340823,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
53,0,238,1,1,4,0,34,3,2,1,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,0.7777777777777778,1.5694756554307117,0.5714285714285714,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
34,0,1397,1,5,2,1,42,3,1,4,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,1.0,1.0078651685393258,0.8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
45,1,306,26,4,1,0,100,3,2,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,0.2,0.802621722846442,0.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
26,0,991,6,3,3,0,71,3,1,4,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,1.0,0.9958801498127341,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
37,0,482,3,3,3,1,36,3,3,3,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,1.0,0.9452905811623247,0.7,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
29,0,1176,3,2,2,0,62,3,2,3,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,1.0,1.0413857677902623,0.16666666666666666,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
35,0,1017,6,4,2,1,82,1,2,4,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,1.0,1.2445692883895132,0.6470588235294118,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33,0,1296,6,3,3,1,30,3,2,4,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,0.8666666666666667,1.446629213483146,0.3076923076923077,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,0,397,19,4,3,1,88,3,3,2,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,0.5625,1.0746492985971945,0.7777777777777778,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
36,0,913,9,2,2,1,48,2,2,2,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,0.23076923076923078,1.6567415730337078,0.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
27,0,1115,3,4,1,1,54,2,1,4,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,0.8,0.7659176029962547,0.25,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
20,1,1362,10,1,4,1,32,3,1,3,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,1.0,0.37790262172284644,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
33,1,1076,3,3,1,1,70,3,1,1,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,1.0,1.253932584269663,0.9,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,0,727,3,3,3,1,41,2,1,3,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,1.0,0.4797752808988764,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
23,0,885,4,3,1,1,58,4,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,0.6,1.0558052434456928,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
25,0,810,8,3,4,1,57,4,2,2,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,0.75,0.9084269662921348,0.3333333333333333,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
38,0,243,7,4,4,0,46,2,2,4,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,0.875,0.7543071161048689,0.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
29,0,806,1,4,2,1,76,1,1,4,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,1.0,1.0187265917602997,0.2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
48,0,817,2,1,2,1,56,4,2,2,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,0.16666666666666666,1.5205992509363295,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
27,0,1410,3,1,4,0,71,4,2,4,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,1.0,0.8702247191011236,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
37,0,1225,10,2,4,1,80,4,1,4,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,0.25,1.752808988764045,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50,0,1207,28,1,4,1,74,4,1,3,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,1.0,1.206367041198502,0.15,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
34,0,1442,9,3,4,0,46,2,3,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,0.8888888888888888,0.8638276553106212,0.875,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
